a.	[ə.]	n. 天主教徒
soccer	[ˈsɑkər]	n. 英式足球，足球
sociable	[ˈsoʊʃəbəl]	adj. 社交的；好交际的；友善的 ｜n. 联谊会
socialism	[ˈsoʊʃəˌlɪzəm]	n. 社会主义
sociology	[ˌsoʊsiˈɑləʤi]	n. 社会学
sock	[sɑk]	n. 短袜；一击 ｜v. 重击；给……穿袜 ｜adv. 正着地；不偏不倚地 ｜adj. 非常成功的
soda	[ˈsoʊdə]	n. 苏打；碳酸水
sofa	[ˈsoʊfə]	n. 沙发；长椅
soil	[sɔɪl]	n. 土地；土壤；国家；粪便；务农；温床 ｜v. 弄脏；污辱
soldier	[ˈsoʊlʤər]	n. 士兵,军人 ｜v. 当兵；磨洋工；坚持干；假称害病
sole	[soʊl]	adj. 单独的,唯一的 ｜n. 脚垫,鞋底；鞋底 ｜v. 触底；上鞋底
solemn	[ˈsɑləm]	adj. 严肃的，庄重的；庄严的,隆重的
solidarity	[ˌsɑləˈdɛrəti]	n. 团结
solitary	[ˈsɑləˌtɛri]	adj. 单一的，唯一的；单独的，无伴的；喜欢独处的，不喜与人接触的 ｜n. 独居者；隐士
soluble	[ˈsɑljəbəl]	adj. 可溶的
solve	[sɒlv]	v. 解决,解答
sometime	[ˈsəmˌtaɪm]	adv. 将来(或过去)某个时候 ｜adj. 以前的
sophisticated	[səˈfɪstɪˌkeɪtəd]	adj. 复杂的；精致的；久经世故的；富有经验的 ｜v. 使变得世故；使迷惑；篡改（sophisticate的过去分词形式）
sophomore	[ˈsɑfˌmɔr]	n. 大学二年级生；（美）有二年经验的人 ｜adj. 二年级的；二年级学生的
sore	[sɔr]	adj. 疼痛的，痛心的；剧烈的，极度的；恼火的，发怒的；厉害的，迫切的 ｜n. 溃疡，痛处；恨事，伤心事
sorrow	[ˈsɑroʊ]	n. 悲伤；懊悔；伤心事 ｜v. 懊悔；遗憾；感到悲伤
soup	[sup]	n. 汤，羹；马力 ｜v. 加速；增加马力
sour	[saʊər]	adj. 酸的；发酵的；刺耳的；酸臭的；讨厌的 ｜v. 发酵；变酸；厌烦 ｜n. 酸味；苦事
southeast	[ˌsaʊˈθist]	adj. 东南的；来自东南的 ｜n. 东南；东南地区 ｜adv. 来自东南
southwest	[ˌsaʊθˈwɛst]	n. 西南方 ｜adj. 西南的 ｜adv. 往西南；来自西南
sovereign	[ˈsɑvrən]	adj. 至高无上的；有主权的；拥有最高统治权的；不折不扣的；极好的 ｜n. 君主；独立国；最高统治者
sow	[soʊ]	v. 播种；散布；使密布 ｜n. 母猪
spacecraft	[ˈspeɪˌskræft]	n. [航] 宇宙飞船，航天器
spaceship	[ˈspeɪsˌʃɪp]	n. [航] 宇宙飞船
spacious	[ˈspeɪʃəs]	adj. 宽敞的，广阔的；无边无际的
spade	[speɪd]	n. 铁锹，铲子 ｜v. 铲；把……弄实抹平
span	[spæn]	n. 跨度，跨距；范围 ｜v. 跨越；持续；以手指测量
spare	[speə]	v. 节约，吝惜；饶恕；分出，分让 ｜adj. 多余的；瘦的；少量的 ｜n. 剩余；备用零件
spark	[spɑrk]	n. 火花；朝气；闪光 ｜v. 发动；鼓舞；求婚
sparkle	[ˈspɑrkəl]	n. 闪耀；火花；活力 ｜v. 使闪耀；使发光
speaker	[ˈspikər]	n. 演讲者；扬声器；说话者；说某种语言的人
spear	[spɪr]	n. 矛，枪 ｜v. 用矛刺
specialist	[ˈspɛʃəlɪst]	n. 专家 ｜adj. 专家的；专业的
speciality	[ˌspɛʃiˈælɪti]	n. (specialty) 特色食品; 特产；专业；专门研究；专长
specialize	[ˈspɛʃəˌlaɪz]	v. (specialise)(in)专攻,专门研究,专业化
specialty	[ˈspɛʃəlti]	n. 特产； 特色菜；专业； 专长
specification	[ˌspɛsɪfɪˈkeɪʃən]	n. (常pl.)规格,说明书,规范
specify	[ˈspɛsəˌfaɪ]	v. 指定,详细说明
specimen	[ˈspɛsəmən]	n. 标本,样本
spectacle	[ˈspɛktəkəl]	n. 奇观,壮观；(pl.)眼镜
spectacular	[spɛkˈtækjələr]	adj. 壮观的,引人注目的 ｜n. 壮观的演出
spectator	[ˈspɛkteɪtər]	n. 观众,旁观者
spectrum	[ˈspɛktrəm]	n. 范围，幅度；光谱
speculate	[ˈspɛkjəˌleɪt]	v. 思索；推测；投机
spell	[spɛl]	v. 拼，拼写；意味着；招致；拼成；迷住；轮值 ｜n. 符咒；一段时间；魅力
spelling	[ˈspɛlɪŋ]	n. 拼写；拼字；拼法 ｜v. 拼写；意味着（spell的ing形式）；迷住
sphere	[sfɪr]	n. 范围；球体 ｜vt. 包围；放入球内；使…成球形 ｜adj. 球体的
spicy	[ˈspaɪsi]	adj. 加很多香料的；(口味)浓郁的
spider	[ˈspaɪdər]	n. 蜘蛛；设圈套者；三脚架
spill	[spɪl]	v. 使溢出，使流出；使摔下 ｜n. 溢出，溅出；溢出量；摔下；小塞子
spin	[spɪn]	v. 旋转；纺纱；吐丝；晕眩 ｜n. 旋转；疾驰
spine	[spaɪn]	n. 脊柱，脊椎；刺；书脊
spiral	[ˈspaɪrəl]	adj. 螺旋形的 ｜n. 螺旋，螺线 ｜v. 螺旋上升；盘旋
spiritual	[ˈspɪrɪˌʧuəl]	adj. 精神(上)的,心灵的 ｜n. 圣歌（尤指美国南部黑人的）
spit	[spɪt]	v. 吐痰；吐口水；发出劈啪声 ｜n. 唾液
spite	[spaɪt]	n. 不顾；恶意；怨恨 ｜v. 刁难；使恼怒
splash	[splæʃ]	v. 溅，泼；用使液体飞溅 ｜n. 飞溅的水；污点；卖弄
splendid	[ˈsplɛndɪd]	adj. 辉煌的；灿烂的；极好的；杰出的
spoil	[spɔɪl]	v. 溺爱；糟蹋；破坏；掠夺 ｜n. 次品；奖品
spokesman	[ˈspoʊksmən]	n. 发言人
sponge	[spənʤ]	v. 抹掉；用海绵擦拭；讨得 ｜n. 海绵；海绵状物
sponsor	[ˈspɑnsər]	n. 赞助者；主办者；保证人 ｜v. 赞助；发起
spontaneous	[spɑnˈteɪniəs]	adj. 自发的；自然的；无意识的
spoon	[spun]	n. 匙，勺子；一杓的量 ｜v. 用匙舀；使成匙状
sportsman	[ˈspɔrtsmən]	n. 运动员；爱好运动的人
spouse	[spaʊs]	n. 配偶 ｜vt. 和…结婚
spray	[spreɪ]	n. 喷雾；喷雾器；水沫 ｜v. 喷射
sprinkle	[ˈsprɪŋkəl]	n. 撒，洒；少量 ｜v. 洒；微雨；散置
sprout	[spraʊt]	v. 发芽；长芽 ｜n. 芽；萌芽；苗芽
spur	[spər]	n. 鼓舞，刺激；马刺；山坡 ｜v. 骑马疾驰；给予刺激
spy	[spaɪ]	v. 侦察；发现；暗中监视 ｜n. 间谍；密探
squeeze	[skwiz]	v. 挤；紧握；勒索 ｜n. 压榨；紧握；拥挤；佣金
squirrel	[skwərəl]	n. 松鼠；松鼠毛皮 ｜v. 贮藏
stab	[stæb]	v. 刺；刺伤；戳；刺穿；直入 ｜n. 刺；戳；尝试；突发的一阵
stability	[stəˈbɪləti]	n. 稳定， 安定
stable	[ˈsteɪbəl]	n. 马厩；牛棚 ｜adj. 稳定的；牢固的；坚定的 ｜v. 被关在马厩
stack	[stæk]	n. 堆；堆叠 ｜v. 使堆叠；把…堆积起来
stagger	[ˈstægər]	v. 蹒跚；使交错；使犹豫 ｜n. 蹒跚；交错安排 ｜adj. 交错的；错开的
stagnant	[ˈstægnənt]	adj. 因停滞或不流动而发臭的；不景气的
stain	[steɪn]	v. 沾污；败坏；给…着色 ｜n. 污点；瑕疵；着色剂
stair	[stɛr]	n. 楼梯，阶梯；梯级
staircase	[ˈstɛrˌkeɪs]	n. 楼梯
stairway	[ˈstɛrˌweɪ]	n. 楼梯
stake	[steɪk]	n. 桩，棍子；赌注；火刑；奖金 ｜v. 资助，支持；系…于桩上；把…押下打赌
stale	[steɪl]	adj. 陈腐的；不新鲜的 ｜v. 变陈旧；撒尿；变得不新鲜 ｜n. 尿
stalk	[stɔk]	n. （植物的）茎，秆；（支持叶子、果实和花的）梗，柄；追踪；高视阔步 ｜v. 追踪，潜近；高视阔步
stall	[stɔl]	n. 货摊；畜栏；托辞 ｜v. 停止，停转；拖延
stamp	[stæmp]	n. 邮票；印记；标志；跺脚 ｜v. 铭记；标出；盖章于…；贴邮票于…；用脚踩踏
stance	[stæns]	n. 立场
standpoint	[ˈstændˌpɔɪnt]	n. 立场；观点
staple	[ˈsteɪpəl]	n. 主要产品；订书钉；主题；主食 ｜adj. 主要的，大宗生产的；常用的；纺织纤维的 ｜v. 把…分级；钉住
stare	[stɛr]	v. 凝视，盯着看；显眼 ｜n. 凝视；注视
starship	[ˈstɑːʃɪp]	n. 星舰
startle	[ˈstɑrtəl]	v. 使吓一跳；使惊奇 ｜n. 惊愕；惊恐
starve	[stɑrv]	v. 饿死；挨饿；渴望
statesman	[ˈsteɪtsmən]	n. 政治家,国务活动家
static	[ˈstætɪk]	adj. 静态的；静电的；静力的 ｜n. 静电；静电干扰
stationary	[ˈsteɪʃəˌnɛri]	adj. 固定的；静止的；定居的；常备军的 ｜n. 不动的人；驻军
stationery	[ˈsteɪʃəˌnɛri]	n. 文具；信纸
statistical	[stəˈtɪstɪkəl]	adj. 统计的；统计学的
statue	[ˈstæˌʧu]	n. 雕像，塑像 ｜vt. 以雕像装饰
statute	[ˈstæʧut]	n. [法] 法规；法令；条例
steady	[ˈstɛdi]	adj. 稳定的；不变的；沉着的 ｜v. 稳固 ｜adv. 稳定地；稳固地 ｜n. 关系固定的情侣；固定支架
steak	[steɪk]	n. 牛排；肉排；鱼排
steal	[stil]	v. 剽窃；偷偷地做；偷窃 ｜n. 偷窃；便宜货；偷垒；断球
steamer	[ˈstimər]	n. 轮船；蒸汽机；蒸笼
steep	[stip]	adj. 陡峭的；不合理的；夸大的；急剧升降的 ｜v. 泡；浸；使…充满 ｜n. 峭壁；浸渍
steer	[stɪr]	v. 控制，引导；驾驶 ｜n. 阉牛
stellar	[ˈstelə]	adj. 恒星
stem	[stɛm]	n. 干；茎；船首；血统 ｜v. 阻止；除去…的茎；给…装柄
stereo	[ˈstɛriˌoʊ]	n. 立体声；立体声系统；铅版；立体照片 ｜adj. 立体的；立体声的；立体感觉的
stereotype	[ˈstɛrioʊˌtaɪp]	v. 使用铅版；套用老套，使一成不变 ｜n. 陈腔滥调，老套；铅版
stern	[stərn]	n. 船尾；末端 ｜adj. 严厉的；坚定的
steward	[stuərd]	n. 管家；乘务员；膳务员；工会管事 ｜vi. 当服务员；当管事 ｜vt. 管理
sticky	[ˈstɪki]	adj. 粘的；粘性的
stiff	[stɪf]	adj. 呆板的；坚硬的；严厉的；拘谨的 ｜adv. 僵硬地；彻底地 ｜n. 死尸；令人讨厌者；流通票据；劳动者 ｜v. 诈骗；失信
stimulate	[ˈstɪmjəˌleɪt]	v. 刺激；鼓舞，激励
sting	[stɪŋ]	n. 刺痛；讽刺，刺激；刺毛 ｜v. 刺；驱使；使…苦恼；使…疼痛
stir	[stər]	n. 搅拌；轰动 ｜v. 搅拌；激起；惹起
stitch	[stɪʧ]	n. 针脚，线迹；一针 ｜v. 缝，缝合
stocking	[ˈstɑkɪŋ]	n. 长袜
stomach	[ˈstəmək]	n. 胃；腹部；胃口 ｜v. 忍受；吃下
stool	[stul]	n. 凳子；粪便；厕所 ｜v. 长新枝；分檗
stoop	[stup]	v. 弯腰；屈服；堕落 ｜n. 弯腰，屈背；屈服
storey	[ˈstɔri]	n. [建] 楼层；叠架的一层
stove	[stoʊv]	n. 火炉；窑；温室 ｜vt. 用火炉烤
straightforward	[ˈstreɪtˈfɔrwərd]	adj. 简单的；坦率的；明确的；径直的 ｜adv. 直截了当地；坦率地
strain	[streɪn]	n. 张力；拉紧；负担；扭伤；血缘 ｜v. 拉紧；尽力
stranger	[ˈstreɪnʤər]	n. 陌生人；外地人；局外人
strap	[stræp]	v. 用带捆绑；用皮条抽打；约束 ｜n. 带；皮带；磨刀皮带；鞭打
straw	[strɔ]	n. 稻草；吸管；一文不值的东西 ｜adj. 稻草的；无价值的
strawberry	[ˈstrɔˌbɛri]	n. 草莓；草莓色
streamline	[ˈstrimˌlaɪn]	v. 把…做成流线型；使现代化；组织；使合理化；使简单化 ｜n. 流线；流线型 ｜adj. 流线型的
strengthen	[ˈstrɛŋθən]	v. 加强；巩固
strenuous	[ˈstrɛnjuəs]	adj. 紧张的；费力的；奋发的；艰苦的；热烈的
stretch	[strɛʧ]	v. 伸展,张开；（大量地）使用，消耗（金钱，时间）；使竭尽所能；使全力以赴 ｜n. 伸展，延伸
strict	[strɪkt]	adj. 严格的；绝对的；精确的；详细的
stride	[straɪd]	n. 大步；步幅；进展 ｜v. 跨过；大踏步走过；跨坐在…
strife	[straɪf]	n. 冲突；争吵；不和
striking	[ˈstraɪkɪŋ]	adj. 显著的，突出的，惊人的；打击的；罢工的 ｜v. 打（strike的ing形式）
string	[strɪŋ]	n. 线，弦，细绳；一串，一行 ｜vt. 缚， 捆； 悬挂
strip	[strɪp]	v. 剥夺；剥去；脱去衣服 ｜n. 带；条状；脱衣舞
stripe	[straɪp]	n. 条纹，斑纹；种类 ｜v. 加条纹于…
strive	[straɪv]	v. 努力；奋斗；抗争
stroke	[stroʊk]	n. （游泳或划船的）划；中风；（打、击等的）一下；冲程；（成功的）举动；尝试；轻抚 ｜v. （用笔等）画；轻抚；轻挪；敲击；划尾桨；划掉；（打字时）击打键盘
stroll	[stroʊl]	n. 漫步；闲逛；巡回演出 ｜v. 散步；闲逛；巡回演出
stubborn	[ˈstəbərn]	adj. 顽固的；顽强的；难处理的
stumble	[ˈstəmbəl]	v. 踌躇，蹒跚；失足；犯错 ｜n. 绊倒；蹒跚而行
stun	[stən]	v. 使震惊；打昏；给以深刻的印象 ｜n. 昏迷；打昏；惊倒；令人惊叹的事物
stunning	[ˈstʌnɪŋ]	adj. 震撼
sturdy	[ˈstərdi]	adj. 坚定的；强健的；健全的 ｜n. 羊晕倒病
subjective	[səˈbʤɛktɪv]	adj. 主观(上)的，个人的
submarine	[ˌsəbmərˈin]	n. 潜水艇 ｜adj. 水底的,海底的 ｜v. 用潜水艇攻击
submerge	[səbˈmərʤ]	v. 沉没,淹没；潜入
submit	[səbˈmɪt]	v. 使服从；主张；呈递
subordinate	[səˈbɔrdəˌneɪt]	adj. (to)次要的,从属的；下级的 ｜n. 下属，下级；部属，属下 ｜v. 使……居下位；使……服从
subscribe	[səbˈskraɪb]	v. (to)订阅，订购
subsequent	[ˈsəbsəkwənt]	adj. 随后的,后来的
subsidy	[ˈsəbsɪdi]	n. 补助金；津贴费
substance	[ˈsəbstəns]	n. 物质；实质；资产；主旨
substantial	[səbˈstænʃəl]	adj. 大量的；实质的；内容充实的 ｜n. 本质；重要材料
substitute	[ˈsəbstəˌtut]	n. 代用品；代替者 ｜v. 替代
subtle	[ˈsətəl]	adj. 微妙的；精细的；敏感的；狡猾的；稀薄的
subtract	[səbˈtrækt]	v. (from)减(去)
suburb	[ˈsəbərb]	n. 郊区；边缘
subway	[ˈsəbˌweɪ]	n. 地铁；地道 ｜vi. 乘地铁
succeed	[səkˈsid]	v. 成功；接替；继…之后
succession	[səkˈsɛʃən]	n. 继任,继承
successive	[səkˈsɛsɪv]	adj. 接连的,连续的
successor	[səkˈsɛsər]	n. 接替的人或事物，继任者
suck	[sək]	v. 吸吮；吸取 ｜n. 吮吸
sudden	[ˈsədən]	adj. 突然的，意外的；快速的 ｜n. 突然发生的事
sue	[su]	v. 控告；请求 ｜n. (Sue)人名；(日)末(名)；(法)休；(英)休(女子教名Susan、Susanna的昵称)
suffer	[ˈsəfər]	v. 遭受；忍受；经历 ｜n. (Suffer)人名；(意)苏费尔
suffice	[səˈfaɪs]	v. 充足，足够
sufficient	[səˈfɪʃənt]	adj. (for)足够的,充分的(比enough拘谨、正式)
suggestion	[səˈʤɛsʧən]	n. 建议；示意；微量，细微的迹象
suitable	[ˈsutəbəl]	adj. 适当的；相配的
suite	[swit]	n. （一套）家具；套房；组曲；（一批）随员，随从
sulfur	[ˈsəlfər]	v. 用硫磺处理 ｜n. 硫磺；硫磺色
sulphur	[ˈsəlfər]	n. 硫
sum	[səm]	v. 合计， 总计 ｜n. 总数， 和；金额；算术题
summarize	[ˈsəmərˌaɪz]	v. (summarise)概括,总结
summary	[ˈsəməri]	n. 摘要,概要 ｜adj. 概括的,简略的
summit	[ˈsəmɪt]	n. 最高点， 峰顶， 极点；峰会
summon	[ˈsəmən]	v. 召唤；传讯,传唤；鼓起(勇气),振作(精神)
sunlight	[ˈsʌnlaɪt]	n. 日照
sunrise	[ˈsənˌraɪz]	n. 日出；黎明
sunset	[ˈsənˌsɛt]	n. 日落，傍晚
sunshine	[ˈsənˌʃaɪn]	n. 阳光；愉快；晴天；快活
superb	[sʊˈpərb]	adj. 极好的；华丽的；宏伟的 ｜n. (Superb)人名；(罗)苏佩尔布
superficial	[ˌsupərˈfɪʃəl]	adj. 肤浅的,浅薄的；表面的
superfluous	[ˈsupərflˌwəs]	adj. 多余的；不必要的；奢侈的
superior	[suˈpɪriər]	adj. 上级的；优秀的，出众的；高傲的 ｜n. 上级，长官；优胜者，高手；长者
superiority	[ˌsupɪriˈɔrɪti]	n. 优越，优势；优越性
supermarket	[ˈsupərˌmɑrkɪt]	n. 超级市场
supersonic	[ˌsupərˈsɑnɪk]	adj. 超音速的；超声波的 ｜n. 超音速；超声波
superstition	[ˌsupərˈstɪʃən]	n. 迷信
supervise	[ˈsupərˌvaɪz]	v. 管理,监督
supper	[ˈsəpər]	n. 晚餐，晚饭；夜宵
supplement	[ˌsəpləˈmɛnt]	v. 增补，补充 ｜n. 增补，补充；补充物；增刊，副刊
suppress	[səˈprɛs]	v. 抑制；镇压；废止
surge	[sɜːdʒ]	n. 汹涌；大浪，波涛；汹涌澎湃；巨涌 ｜v. 汹涌；起大浪，蜂拥而来
surgeon	[ˈsərʤɪn]	n. 外科医生
surpass	[sərˈpæs]	v. 超越；胜过，优于；非…所能办到或理解
surplus	[ˈsərpləs]	n. 剩余；[贸易] 顺差；盈余；过剩 ｜adj. 剩余的；过剩的
surrender	[sərˈɛndər]	v. 使投降；放弃；交出；听任 ｜n. 投降；放弃；交出；屈服
surround	[səraʊnd]	v. 围绕；包围 ｜n. 围绕物 ｜adj. 环绕立体声的
surroundings	[sərˈaʊndɪŋz]	n. 环境；周围的事物
survival	[sərˈvaɪvəl]	n. 继续生存；幸存
susceptible	[səˈsɛptəbəl]	adj. 易得病的；易受影响的；〔人〕易受影响的 ｜n. 易得病的人
suspend	[səˈspɛnd]	v. 延缓，推迟；使暂停；使悬浮
suspicion	[səˈspɪʃən]	n. 怀疑，猜疑；一点儿，少量
suspicious	[səˈspɪʃəs]	adj. 多疑的,疑心的；可疑的
sustain	[səˈsteɪn]	v. 维持；支撑，承担；忍受；供养；证实
swallow	[sˈwɔloʊ]	n. 燕子；吞咽 ｜v. 吞,咽；咽口水；轻信
swamp	[swɔmp]	n. 沼泽；湿地 ｜v. 使陷于沼泽；使沉没；使陷入困境
swan	[swɔn]	n. 天鹅；天鹅星座 ｜v. 游荡，闲荡
swarm	[swɔːm]	v. 挤满；成群浮游；云集 ｜n. 蜂群；一大群
sway	[sweɪ]	v. 影响；统治；使摇动 ｜n. 影响；摇摆；统治
sweat	[swɛt]	v. 使出汗；流出；使干苦活；剥削；藉出汗减轻；焦急地期待 ｜n. 汗；水珠；焦急；苦差使
sweater	[sˈwɛtər]	n. 毛线衣，运动衫；大量出汗的人，发汗剂
sweep	[swip]	v. 扫除；猛拉；掸去 ｜n. 打扫，扫除；范围；全胜
swell	[swɛl]	v. 膨胀；肿胀；隆起 ｜n. 肿胀；隆起 ｜adj. 漂亮的；一流的
swift	[swɪft]	n. 褐雨燕 ｜adj. 快的；迅速的；敏捷的；立刻的 ｜adv. 迅速地
swim	[swɪm]	v. 游泳；漂浮；浸；眩晕 ｜n. 游泳；漂浮；眩晕 ｜adj. 游泳时穿戴的
swing	[swɪŋ]	n. 摇摆；摆动；秋千；音律；涨落 ｜v. 摇摆；转向；悬挂；大摇大摆地行走 ｜adj. 旋转的；悬挂的；强节奏爵士音乐的
sword	[sɔrd]	n. 刀，剑；武力，战争
symbol	[ˈsɪmbəl]	n. 象征；符号；标志
symmetry	[ˈsɪmətri]	n. 对称(性)
sympathetic	[ˌsɪmpəˈθɛtɪk]	adj. 有同情心的；赞同的，支持的 ｜n. 交感神经；容易感受的人
sympathize	[ˈsɪmpəˌθaɪz]	v. (sympathise)(with)同情;共鸣,同感
sympathy	[ˈsɪmpəθi]	n. 同情，同情心；赞同
symphony	[ˈsɪmfəni]	n. 交响乐,交响曲
symposium	[sɪmˈpoʊziəm]	n. 讨论会,专题报告会；专题论文集
symptom	[ˈsɪmptəm]	n. (疾病的)症状；(不好事情的)征兆,表征
synchronous	[ˈsɪŋkrənəs]	adj. 同步
syndrome	[ˈsɪnˌdroʊm]	n. 综合病征
synthesis	[ˈsɪnθəsəs]	n. (pl.syntheses)综合,合成
synthetic	[sɪnˈθɛtɪk]	adj. 合成的,人造的 ｜n. 合成物
systematic	[ˌsɪstəˈmætɪk]	adj. (al)系统的,有组织的
tablet	[ˈtæblət]	n. 碑；药片；写字板；小块；平板电脑 ｜vt. 用碑牌纪念；将(备忘录等)写在板上；将…制成小片或小块
taboo	[tæˈbu]	n. 禁忌， 忌讳；禁止
tackle	[ˈtækəl]	n. 滑车；装备；用具；扭倒 ｜v. 处理；抓住；固定；与…交涉
tactic	[ˈtæktɪk]	n. (s)策略,战术
tactics	[ˈtæktɪks]	n. 策略， 战术
tag	[tæg]	n. 标签；名称；结束语；附属物 ｜v. 尾随，紧随；连接；起浑名；添饰
tailor	[ˈteɪlər]	v. 剪裁；使合适 ｜n. 裁缝
tale	[teɪl]	n. 故事；传说；叙述；流言蜚语
tame	[teɪm]	adj. 驯服的；平淡的；乏味的；顺从的 ｜v. 驯养；使变得平淡；制服 ｜n. (Tame)人名；(捷)塔梅
tan	[tæn]	n. （日晒后皮肤的）黝黑色；棕褐色；鞣料；马戏团 ｜v. 鞣（革）；晒成褐色 ｜adj. 黄褐色的；鞣皮的
tangle	[ˈtæŋgəl]	n. 纠纷；混乱状态 ｜v. 使纠缠；处于混乱状态
tanker	[ˈtæŋkər]	n. 油轮；运油飞机；油槽车；坦克手
tap	[tæp]	v. 轻敲；轻打；装上嘴子 ｜n. 水龙头；轻打
tape	[teɪp]	n. 胶带；磁带；带子；卷尺 ｜v. 录音；用带子捆扎；用胶布把…封住
tar	[tɑr]	n. 焦油；柏油；水手 ｜v. 涂以焦油；玷污
tariff	[ˈtɛrəf]	n. 关税表；收费表 ｜v. 定税率；征收关税
taxi	[ˈtæksi]	v. 乘出租车；滑行 ｜n. 出租汽车
tease	[tiz]	v. 取笑；戏弄；梳理；欺负；强求；使起毛 ｜n. 戏弄；爱纠缠的小孩；挑逗者；卖弄风骚的女孩
technician	[tɛkˈnɪʃən]	n. 技术员,技师,技工
technique	[tɛkˈnik]	n. 技巧，手艺，工艺；技能，技术
tedious	[ˈtidiəs]	adj. 沉闷的；冗长乏味的
teenager	[ˈtiˌneɪʤər]	n. 十几岁的青少年；十三岁到十九岁的少年
telegram	[ˈtɛləˌgræm]	n. 电报 ｜vt. 用电报发送 ｜vi. 发电报
telegraph	[ˈtɛləˌgræf]	n. [通信] 电报机，电报 ｜v. 电汇；流露出；打电报给…
telephone	[ˈtɛləˌfoʊn]	n. （美）电话；电话机；电话耳机 ｜v. 打电话
telescope	[ˈtɛləˌskoʊp]	n. 望远镜
temper	[ˈtɛmpər]	n. 脾气 ｜v. 调和，使缓和；使回火
temperament	[ˈtɛmpərmənt]	n. 气质，性格，性情
template	[ˈtempleɪt]	n. 范本
temple	[ˈtɛmpəl]	n. 庙宇,神殿,寺；太阳穴
tempo	[ˈtɛmˌpoʊ]	n. (音乐的)速度；节奏,行进速度
